label,query,flattened_query
21c,"select count(*) from  movie_link as ml  join link_type as lt on (lt.link like '%follow%' and lt.id = ml.link_type_id) join title as t on (t.production_year between 1950 and 2010 and ml.movie_id = t.id) join movie_companies as mc   on(mc.movie_id = ml.movie_id and mc.note is null) join company_type as ct on (ct.kind ='production companies' and mc.company_type_id = ct.id) join company_name as cn on (cn.country_code !='[pl]' and (cn.name like '%film%'  or cn.name like '%warner%') and mc.company_id = cn.id) join  (select movie_id from movie_keyword as mk  join keyword as k on (k.keyword ='sequel' and mk.keyword_id = k.id)) as t_mk  on(t_mk.movie_id = mc.movie_id) join movie_info as mi   on(mi.movie_id = t_mk.movie_id and mi.info in ('sweden',  'norway', 'germany', 'denmark', 'swedish', 'denish', 'norwegian', 'german', 'english'));","SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.link LIKE '%follow%' AND lt.id = ml.link_type_id JOIN title AS t ON t.production_year BETWEEN 1950 AND 2010 AND ml.movie_id = t.id JOIN movie_companies AS mc ON mc.movie_id = ml.movie_id AND mc.note IS NULL JOIN company_type AS ct ON ct.kind = 'production companies' AND mc.company_type_id = ct.id JOIN company_name AS cn ON cn.country_code <> '[pl]' AND (cn.name LIKE '%film%' OR cn.name LIKE '%warner%') AND mc.company_id = cn.id JOIN movie_keyword AS mk ON mk.movie_id = mc.movie_id JOIN keyword AS k ON k.keyword = 'sequel' AND mk.keyword_id = k.id JOIN movie_info AS mi ON mi.movie_id = mk.movie_id AND mi.info IN ('sweden', 'norway', 'germany', 'denmark', 'swedish', 'denish', 'norwegian', 'german', 'english')"
22a,"select count(*) from  movie_companies as mc  join company_type as ct on (ct.id = mc.company_type_id and mc.note not like '%(usa)%' and mc.note like '%(200%)%') join company_name as cn on (cn.country_code != '[us]' and cn.id = mc.company_id) join title as t on (t.production_year > 2008 and t.id = mc.movie_id) join kind_type as kt on (kt.kind in ('movie', 'episode') and kt.id = t.kind_id) join  (select movie_id from movie_info_idx as mi_idx  join info_type as it2 on (it2.info = 'rating' and it2.id = mi_idx.info_type_id and mi_idx.info < '7.0')) as t_mi_idx  on(t_mi_idx.movie_id = mc.movie_id) join  (select movie_id from movie_keyword as mk  join keyword as k on (k.keyword in ('murder', 'murder-in-title', 'blood', 'violence') and k.id = mk.keyword_id)) as t_mk  on(t_mk.movie_id = t_mi_idx.movie_id) join movie_info as mi   on(mi.movie_id = t_mk.movie_id and mi.info in ('germany', 'german', 'usa','american')) join info_type as it1 on (it1.info = 'countries' and it1.id = mi.info_type_id);","SELECT COUNT(*) FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND mc.note NOT LIKE '%(usa)%' AND mc.note LIKE '%(200%)%' JOIN company_name AS cn ON cn.country_code <> '[us]' AND cn.id = mc.company_id JOIN title AS t ON t.production_year > 2008 AND t.id = mc.movie_id JOIN kind_type AS kt ON kt.kind IN ('movie', 'episode') AND kt.id = t.kind_id JOIN movie_info_idx AS mi_idx ON mi_idx.movie_id = mc.movie_id JOIN info_type AS it2 ON it2.info = 'rating' AND it2.id = mi_idx.info_type_id AND mi_idx.info < '7.0' JOIN movie_keyword AS mk ON mk.movie_id = mi_idx.movie_id JOIN keyword AS k ON k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence') AND k.id = mk.keyword_id JOIN movie_info AS mi ON mi.movie_id = mk.movie_id AND mi.info IN ('germany', 'german', 'usa', 'american') JOIN info_type AS it1 ON it1.info = 'countries' AND it1.id = mi.info_type_id"
22b,"select count(*) from  movie_companies as mc  join company_type as ct on (ct.id = mc.company_type_id and mc.note not like '%(usa)%' and mc.note like '%(200%)%') join company_name as cn on (cn.country_code != '[us]' and cn.id = mc.company_id) join title as t on (t.production_year > 2009 and t.id = mc.movie_id) join kind_type as kt on (kt.kind in ('movie', 'episode') and kt.id = t.kind_id) join  (select movie_id from movie_info_idx as mi_idx  join info_type as it2 on (it2.info = 'rating' and it2.id = mi_idx.info_type_id and mi_idx.info < '7.0')) as t_mi_idx  on(t_mi_idx.movie_id = mc.movie_id) join  (select movie_id from movie_keyword as mk  join keyword as k on (k.keyword in ('murder', 'murder-in-title', 'blood', 'violence') and k.id = mk.keyword_id)) as t_mk  on(t_mk.movie_id = t_mi_idx.movie_id) join movie_info as mi   on(mi.movie_id = t_mk.movie_id and mi.info in ('germany', 'german', 'usa', 'american')) join info_type as it1 on (it1.info = 'countries' and it1.id = mi.info_type_id);","SELECT COUNT(*) FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND mc.note NOT LIKE '%(usa)%' AND mc.note LIKE '%(200%)%' JOIN company_name AS cn ON cn.country_code <> '[us]' AND cn.id = mc.company_id JOIN title AS t ON t.production_year > 2009 AND t.id = mc.movie_id JOIN kind_type AS kt ON kt.kind IN ('movie', 'episode') AND kt.id = t.kind_id JOIN movie_info_idx AS mi_idx ON mi_idx.movie_id = mc.movie_id JOIN info_type AS it2 ON it2.info = 'rating' AND it2.id = mi_idx.info_type_id AND mi_idx.info < '7.0' JOIN movie_keyword AS mk ON mk.movie_id = mi_idx.movie_id JOIN keyword AS k ON k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence') AND k.id = mk.keyword_id JOIN movie_info AS mi ON mi.movie_id = mk.movie_id AND mi.info IN ('germany', 'german', 'usa', 'american') JOIN info_type AS it1 ON it1.info = 'countries' AND it1.id = mi.info_type_id"
22c,"select count(*) from  movie_companies as mc  join company_type as ct on (ct.id = mc.company_type_id and mc.note not like '%(usa)%' and mc.note like '%(200%)%') join company_name as cn on (cn.country_code != '[us]' and cn.id = mc.company_id) join title as t on (t.production_year > 2005 and t.id = mc.movie_id) join kind_type as kt on (kt.kind in ('movie', 'episode') and kt.id = t.kind_id) join  (select movie_id from movie_info_idx as mi_idx  join info_type as it2 on (it2.info = 'rating' and it2.id = mi_idx.info_type_id and mi_idx.info < '8.5')) as t_mi_idx  on(t_mi_idx.movie_id = mc.movie_id) join  (select movie_id from movie_keyword as mk  join keyword as k on (k.keyword in ('murder','murder-in-title','blood', 'violence') and k.id = mk.keyword_id)) as t_mk  on(t_mk.movie_id = t_mi_idx.movie_id) join movie_info as mi   on(mi.movie_id = t_mk.movie_id and mi.info in ('sweden', 'norway', 'germany',  'denmark', 'swedish', 'danish',  'norwegian',  'german',  'usa', 'american')) join info_type as it1 on (it1.info = 'countries' and it1.id = mi.info_type_id);","SELECT COUNT(*) FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND mc.note NOT LIKE '%(usa)%' AND mc.note LIKE '%(200%)%' JOIN company_name AS cn ON cn.country_code <> '[us]' AND cn.id = mc.company_id JOIN title AS t ON t.production_year > 2005 AND t.id = mc.movie_id JOIN kind_type AS kt ON kt.kind IN ('movie', 'episode') AND kt.id = t.kind_id JOIN movie_info_idx AS mi_idx ON mi_idx.movie_id = mc.movie_id JOIN info_type AS it2 ON it2.info = 'rating' AND it2.id = mi_idx.info_type_id AND mi_idx.info < '8.5' JOIN movie_keyword AS mk ON mk.movie_id = mi_idx.movie_id JOIN keyword AS k ON k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence') AND k.id = mk.keyword_id JOIN movie_info AS mi ON mi.movie_id = mk.movie_id AND mi.info IN ('sweden', 'norway', 'germany', 'denmark', 'swedish', 'danish', 'norwegian', 'german', 'usa', 'american') JOIN info_type AS it1 ON it1.info = 'countries' AND it1.id = mi.info_type_id"
22d,"select count(*) from  movie_keyword as mk  join keyword as k on (k.keyword in ('murder', 'murder-in-title', 'blood',  'violence') and k.id = mk.keyword_id) join title as t on (t.production_year > 2005 and t.id = mk.movie_id) join kind_type as kt on (kt.kind in ('movie', 'episode') and kt.id = t.kind_id) join  (select movie_id from movie_info_idx as mi_idx  join info_type as it2 on (it2.info = 'rating' and it2.id = mi_idx.info_type_id and mi_idx.info < '8.5')) as t_mi_idx  on(t_mi_idx.movie_id = mk.movie_id) join movie_companies as mc   on(mc.movie_id = t_mi_idx.movie_id) join company_type as ct on (ct.id = mc.company_type_id) join company_name as cn on (cn.country_code != '[us]' and cn.id = mc.company_id) join movie_info as mi   on(mi.movie_id = mc.movie_id and mi.info in ('sweden', 'norway', 'germany', 'denmark', 'swedish', 'danish', 'norwegian', 'german', 'usa', 'american')) join info_type as it1 on (it1.info = 'countries' and it1.id = mi.info_type_id);","SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence') AND k.id = mk.keyword_id JOIN title AS t ON t.production_year > 2005 AND t.id = mk.movie_id JOIN kind_type AS kt ON kt.kind IN ('movie', 'episode') AND kt.id = t.kind_id JOIN movie_info_idx AS mi_idx ON mi_idx.movie_id = mk.movie_id JOIN info_type AS it2 ON it2.info = 'rating' AND it2.id = mi_idx.info_type_id AND mi_idx.info < '8.5' JOIN movie_companies AS mc ON mc.movie_id = mi_idx.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.country_code <> '[us]' AND cn.id = mc.company_id JOIN movie_info AS mi ON mi.movie_id = mc.movie_id AND mi.info IN ('sweden', 'norway', 'germany', 'denmark', 'swedish', 'danish', 'norwegian', 'german', 'usa', 'american') JOIN info_type AS it1 ON it1.info = 'countries' AND it1.id = mi.info_type_id"
23a,select count(*) from  movie_info as mi  join info_type as it1 on (it1.info = 'release dates' and it1.id = mi.info_type_id and mi.note like '%internet%' and mi.info is not null and (mi.info like 'usa:% 199%' or mi.info like 'usa:% 200%')) join title as t on (t.production_year > 2000 and t.id = mi.movie_id) join kind_type as kt on (kt.kind in ('movie') and kt.id = t.kind_id) join  (select movie_id from complete_cast as cc  join comp_cast_type as cct1 on (cct1.kind = 'complete+verified' and cct1.id = cc.status_id)) as t_cc  on(t_cc.movie_id = mi.movie_id) join movie_companies as mc   on(mc.movie_id = t_cc.movie_id) join company_type as ct on (ct.id = mc.company_type_id) join company_name as cn on (cn.country_code = '[us]' and cn.id = mc.company_id) join movie_keyword as mk   on(mk.movie_id = mc.movie_id) join keyword as k on (k.id = mk.keyword_id);,SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.info = 'release dates' AND it1.id = mi.info_type_id AND mi.note LIKE '%internet%' AND mi.info IS NOT NULL AND (mi.info LIKE 'usa:% 199%' OR mi.info LIKE 'usa:% 200%') JOIN title AS t ON t.production_year > 2000 AND t.id = mi.movie_id JOIN kind_type AS kt ON kt.kind IN ('movie') AND kt.id = t.kind_id JOIN complete_cast AS cc ON cc.movie_id = mi.movie_id JOIN comp_cast_type AS cct1 ON cct1.kind = 'complete+verified' AND cct1.id = cc.status_id JOIN movie_companies AS mc ON mc.movie_id = cc.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.country_code = '[us]' AND cn.id = mc.company_id JOIN movie_keyword AS mk ON mk.movie_id = mc.movie_id JOIN keyword AS k ON k.id = mk.keyword_id
23b,"select count(*) from  movie_info as mi  join info_type as it1 on (it1.info = 'release dates' and it1.id = mi.info_type_id and mi.note like '%internet%' and mi.info like 'usa:% 200%') join title as t on (t.production_year > 2000 and t.id = mi.movie_id) join kind_type as kt on (kt.kind in ('movie') and kt.id = t.kind_id) join  (select movie_id from complete_cast as cc  join comp_cast_type as cct1 on (cct1.kind = 'complete+verified' and cct1.id = cc.status_id)) as t_cc  on(t_cc.movie_id = mi.movie_id) join movie_companies as mc   on(mc.movie_id = t_cc.movie_id) join company_type as ct on (ct.id = mc.company_type_id) join company_name as cn on (cn.country_code = '[us]' and cn.id = mc.company_id) join  (select movie_id from movie_keyword as mk  join keyword as k on (k.keyword in ('nerd', 'loner','alienation', 'dignity') and k.id = mk.keyword_id)) as t_mk  on(t_mk.movie_id = mc.movie_id);","SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.info = 'release dates' AND it1.id = mi.info_type_id AND mi.note LIKE '%internet%' AND mi.info LIKE 'usa:% 200%' JOIN title AS t ON t.production_year > 2000 AND t.id = mi.movie_id JOIN kind_type AS kt ON kt.kind IN ('movie') AND kt.id = t.kind_id JOIN complete_cast AS cc ON cc.movie_id = mi.movie_id JOIN comp_cast_type AS cct1 ON cct1.kind = 'complete+verified' AND cct1.id = cc.status_id JOIN movie_companies AS mc ON mc.movie_id = cc.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.country_code = '[us]' AND cn.id = mc.company_id JOIN movie_keyword AS mk ON mk.movie_id = mc.movie_id JOIN keyword AS k ON k.keyword IN ('nerd', 'loner', 'alienation', 'dignity') AND k.id = mk.keyword_id"
23c,"select count(*) from  movie_info as mi  join info_type as it1 on (it1.info = 'release dates' and it1.id = mi.info_type_id and mi.note like '%internet%' and mi.info is not null and (mi.info like 'usa:% 199%' or mi.info like 'usa:% 200%')) join title as t on (t.production_year > 1990 and t.id = mi.movie_id) join kind_type as kt on (kt.kind in ('movie', 'tv movie', 'video movie', 'video game') and kt.id = t.kind_id) join  (select movie_id from complete_cast as cc  join comp_cast_type as cct1 on (cct1.kind = 'complete+verified' and cct1.id = cc.status_id)) as t_cc  on(t_cc.movie_id = mi.movie_id) join movie_companies as mc   on(mc.movie_id = t_cc.movie_id) join company_type as ct on (ct.id = mc.company_type_id) join company_name as cn on (cn.country_code = '[us]' and cn.id = mc.company_id) join movie_keyword as mk   on(mk.movie_id = mc.movie_id) join keyword as k on (k.id = mk.keyword_id);","SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.info = 'release dates' AND it1.id = mi.info_type_id AND mi.note LIKE '%internet%' AND mi.info IS NOT NULL AND (mi.info LIKE 'usa:% 199%' OR mi.info LIKE 'usa:% 200%') JOIN title AS t ON t.production_year > 1990 AND t.id = mi.movie_id JOIN kind_type AS kt ON kt.kind IN ('movie', 'tv movie', 'video movie', 'video game') AND kt.id = t.kind_id JOIN complete_cast AS cc ON cc.movie_id = mi.movie_id JOIN comp_cast_type AS cct1 ON cct1.kind = 'complete+verified' AND cct1.id = cc.status_id JOIN movie_companies AS mc ON mc.movie_id = cc.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.country_code = '[us]' AND cn.id = mc.company_id JOIN movie_keyword AS mk ON mk.movie_id = mc.movie_id JOIN keyword AS k ON k.id = mk.keyword_id"
24a,"select count(*) from  movie_keyword as mk  join keyword as k on (k.keyword in ('hero', 'martial-arts', 'hand-to-hand-combat') and k.id = mk.keyword_id) join title as t on (t.production_year > 2010 and t.id = mk.movie_id) join movie_companies as mc   on(mc.movie_id = mk.movie_id) join company_name as cn on (cn.country_code ='[us]' and cn.id = mc.company_id) join cast_info as ci   on(ci.movie_id = mc.movie_id and ci.note in ('(voice)', '(voice: japanese version)', '(voice) (uncredited)', '(voice: english version)')) join role_type as rt on (rt.role ='actress' and rt.id = ci.role_id) join char_name as chn on (chn.id = ci.person_role_id) join aka_name as an   on(an.person_id = ci.person_id) join name as n on (n.gender ='f' and n.name like '%an%' and n.id = an.person_id) join movie_info as mi   on(mi.movie_id = ci.movie_id and mi.info is not null and (mi.info like 'japan:%201%' or mi.info like 'usa:%201%')) join info_type as it on (it.info = 'release dates' and it.id = mi.info_type_id);","SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat') AND k.id = mk.keyword_id JOIN title AS t ON t.production_year > 2010 AND t.id = mk.movie_id JOIN movie_companies AS mc ON mc.movie_id = mk.movie_id JOIN company_name AS cn ON cn.country_code = '[us]' AND cn.id = mc.company_id JOIN cast_info AS ci ON ci.movie_id = mc.movie_id AND ci.note IN ('(voice)', '(voice: japanese version)', '(voice) (uncredited)', '(voice: english version)') JOIN role_type AS rt ON rt.role = 'actress' AND rt.id = ci.role_id JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN aka_name AS an ON an.person_id = ci.person_id JOIN name AS n ON n.gender = 'f' AND n.name LIKE '%an%' AND n.id = an.person_id JOIN movie_info AS mi ON mi.movie_id = ci.movie_id AND mi.info IS NOT NULL AND (mi.info LIKE 'japan:%201%' OR mi.info LIKE 'usa:%201%') JOIN info_type AS it ON it.info = 'release dates' AND it.id = mi.info_type_id"
24b,"select count(*) from  movie_companies as mc  join company_name as cn on (cn.country_code ='[us]' and cn.name = 'dreamworks animation' and cn.id = mc.company_id) join title as t on (t.production_year > 2010 and t.title like 'kung fu panda%' and t.id = mc.movie_id) join  (select movie_id from movie_keyword as mk  join keyword as k on (k.keyword in ('hero', 'martial-arts', 'hand-to-hand-combat', 'computer-animated-movie') and k.id = mk.keyword_id)) as t_mk  on(t_mk.movie_id = mc.movie_id) join cast_info as ci   on(ci.movie_id = t_mk.movie_id and ci.note in ('(voice)', '(voice: japanese version)', '(voice) (uncredited)',  '(voice: english version)')) join role_type as rt on (rt.role ='actress' and rt.id = ci.role_id) join char_name as chn on (chn.id = ci.person_role_id) join aka_name as an   on(an.person_id = ci.person_id) join name as n on (n.gender ='f' and n.name like '%an%' and n.id = an.person_id) join movie_info as mi   on(mi.movie_id = ci.movie_id and mi.info is not null and (mi.info like 'japan:%201%' or mi.info like 'usa:%201%')) join info_type as it on (it.info = 'release dates' and it.id = mi.info_type_id);","SELECT COUNT(*) FROM movie_companies AS mc JOIN company_name AS cn ON cn.country_code = '[us]' AND cn.name = 'dreamworks animation' AND cn.id = mc.company_id JOIN title AS t ON t.production_year > 2010 AND t.title LIKE 'kung fu panda%' AND t.id = mc.movie_id JOIN movie_keyword AS mk ON mk.movie_id = mc.movie_id JOIN keyword AS k ON k.keyword IN ('hero', 'martial-arts', 'hand-to-hand-combat', 'computer-animated-movie') AND k.id = mk.keyword_id JOIN cast_info AS ci ON ci.movie_id = mk.movie_id AND ci.note IN ('(voice)', '(voice: japanese version)', '(voice) (uncredited)', '(voice: english version)') JOIN role_type AS rt ON rt.role = 'actress' AND rt.id = ci.role_id JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN aka_name AS an ON an.person_id = ci.person_id JOIN name AS n ON n.gender = 'f' AND n.name LIKE '%an%' AND n.id = an.person_id JOIN movie_info AS mi ON mi.movie_id = ci.movie_id AND mi.info IS NOT NULL AND (mi.info LIKE 'japan:%201%' OR mi.info LIKE 'usa:%201%') JOIN info_type AS it ON it.info = 'release dates' AND it.id = mi.info_type_id"
25a,"select count(*) from  movie_info as mi  join info_type as it1 on (it1.info = 'genres' and it1.id = mi.info_type_id and mi.info = 'horror') join title as t on (t.id = mi.movie_id) join  (select movie_id from movie_info_idx as mi_idx  join info_type as it2 on (it2.info = 'votes' and it2.id = mi_idx.info_type_id)) as t_mi_idx  on(t_mi_idx.movie_id = mi.movie_id) join  (select movie_id from movie_keyword as mk  join keyword as k on (k.keyword in ('murder', 'blood',  'gore',  'death', 'female-nudity') and k.id = mk.keyword_id)) as t_mk  on(t_mk.movie_id = t_mi_idx.movie_id) join cast_info as ci   on(ci.movie_id = t_mk.movie_id and ci.note in ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)')) join name as n on (n.gender = 'm' and n.id = ci.person_id);","SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.info = 'genres' AND it1.id = mi.info_type_id AND mi.info = 'horror' JOIN title AS t ON t.id = mi.movie_id JOIN movie_info_idx AS mi_idx ON mi_idx.movie_id = mi.movie_id JOIN info_type AS it2 ON it2.info = 'votes' AND it2.id = mi_idx.info_type_id JOIN movie_keyword AS mk ON mk.movie_id = mi_idx.movie_id JOIN keyword AS k ON k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity') AND k.id = mk.keyword_id JOIN cast_info AS ci ON ci.movie_id = mk.movie_id AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') JOIN name AS n ON n.gender = 'm' AND n.id = ci.person_id"
25b,"select count(*) from  movie_info_idx as mi_idx  join info_type as it2 on (it2.info = 'votes' and it2.id = mi_idx.info_type_id) join title as t on (t.production_year > 2010 and t.title like 'vampire%' and t.id = mi_idx.movie_id) join movie_info as mi   on(mi.movie_id = mi_idx.movie_id and mi.info = 'horror') join info_type as it1 on (it1.info = 'genres' and it1.id = mi.info_type_id) join  (select movie_id from movie_keyword as mk  join keyword as k on (k.keyword in ('murder', 'blood', 'gore', 'death', 'female-nudity') and k.id = mk.keyword_id)) as t_mk  on(t_mk.movie_id = mi.movie_id) join cast_info as ci   on(ci.movie_id = t_mk.movie_id and ci.note in ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)')) join name as n on (n.gender = 'm' and n.id = ci.person_id);","SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.info = 'votes' AND it2.id = mi_idx.info_type_id JOIN title AS t ON t.production_year > 2010 AND t.title LIKE 'vampire%' AND t.id = mi_idx.movie_id JOIN movie_info AS mi ON mi.movie_id = mi_idx.movie_id AND mi.info = 'horror' JOIN info_type AS it1 ON it1.info = 'genres' AND it1.id = mi.info_type_id JOIN movie_keyword AS mk ON mk.movie_id = mi.movie_id JOIN keyword AS k ON k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity') AND k.id = mk.keyword_id JOIN cast_info AS ci ON ci.movie_id = mk.movie_id AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') JOIN name AS n ON n.gender = 'm' AND n.id = ci.person_id"
25c,"select count(*) from  movie_info as mi  join info_type as it1 on (it1.info = 'genres' and it1.id = mi.info_type_id and mi.info in ('horror', 'action', 'sci-fi', 'thriller', 'crime', 'war')) join title as t on (t.id = mi.movie_id) join  (select movie_id from movie_info_idx as mi_idx  join info_type as it2 on (it2.info = 'votes' and it2.id = mi_idx.info_type_id)) as t_mi_idx  on(t_mi_idx.movie_id = mi.movie_id) join  (select movie_id from movie_keyword as mk  join keyword as k on (k.keyword in ('murder',  'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital') and k.id = mk.keyword_id)) as t_mk  on(t_mk.movie_id = t_mi_idx.movie_id) join cast_info as ci   on(ci.movie_id = t_mk.movie_id and ci.note in ('(writer)', '(head writer)', '(written by)',  '(story)',  '(story editor)')) join name as n on (n.gender = 'm' and n.id = ci.person_id);","SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.info = 'genres' AND it1.id = mi.info_type_id AND mi.info IN ('horror', 'action', 'sci-fi', 'thriller', 'crime', 'war') JOIN title AS t ON t.id = mi.movie_id JOIN movie_info_idx AS mi_idx ON mi_idx.movie_id = mi.movie_id JOIN info_type AS it2 ON it2.info = 'votes' AND it2.id = mi_idx.info_type_id JOIN movie_keyword AS mk ON mk.movie_id = mi_idx.movie_id JOIN keyword AS k ON k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital') AND k.id = mk.keyword_id JOIN cast_info AS ci ON ci.movie_id = mk.movie_id AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') JOIN name AS n ON n.gender = 'm' AND n.id = ci.person_id"
26a,"select count(*) from  complete_cast as cc  join comp_cast_type as cct1 on (cct1.kind = 'cast' and cct1.id = cc.subject_id) join comp_cast_type as cct2 on (cct2.kind like '%complete%' and cct2.id = cc.status_id) join title as t on (t.production_year > 2000 and t.id = cc.movie_id) join kind_type as kt on (kt.kind = 'movie' and kt.id = t.kind_id) join movie_info_idx as mi_idx   on(mi_idx.movie_id = cc.movie_id and mi_idx.info > '7.0') join info_type as it2 on (it2.info = 'rating' and it2.id = mi_idx.info_type_id) join  (select movie_id from movie_keyword as mk  join keyword as k on (k.keyword in ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser') and k.id = mk.keyword_id)) as t_mk  on(t_mk.movie_id = mi_idx.movie_id) join cast_info as ci   on(ci.movie_id = t_mk.movie_id) join char_name as chn on (chn.name is not null and (chn.name like '%man%' or chn.name like '%man%') and chn.id = ci.person_role_id) join name as n on (n.id = ci.person_id);","SELECT COUNT(*) FROM complete_cast AS cc JOIN comp_cast_type AS cct1 ON cct1.kind = 'cast' AND cct1.id = cc.subject_id JOIN comp_cast_type AS cct2 ON cct2.kind LIKE '%complete%' AND cct2.id = cc.status_id JOIN title AS t ON t.production_year > 2000 AND t.id = cc.movie_id JOIN kind_type AS kt ON kt.kind = 'movie' AND kt.id = t.kind_id JOIN movie_info_idx AS mi_idx ON mi_idx.movie_id = cc.movie_id AND mi_idx.info > '7.0' JOIN info_type AS it2 ON it2.info = 'rating' AND it2.id = mi_idx.info_type_id JOIN movie_keyword AS mk ON mk.movie_id = mi_idx.movie_id JOIN keyword AS k ON k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'tv-special', 'fight', 'violence', 'magnet', 'web', 'claw', 'laser') AND k.id = mk.keyword_id JOIN cast_info AS ci ON ci.movie_id = mk.movie_id JOIN char_name AS chn ON chn.name IS NOT NULL AND (chn.name LIKE '%man%' OR chn.name LIKE '%man%') AND chn.id = ci.person_role_id JOIN name AS n ON n.id = ci.person_id"
26b,"select count(*) from  complete_cast as cc  join comp_cast_type as cct1 on (cct1.kind = 'cast' and cct1.id = cc.subject_id) join comp_cast_type as cct2 on (cct2.kind like '%complete%' and cct2.id = cc.status_id) join title as t on (t.production_year > 2005 and t.id = cc.movie_id) join kind_type as kt on (kt.kind = 'movie' and kt.id = t.kind_id) join movie_info_idx as mi_idx   on(mi_idx.movie_id = cc.movie_id and mi_idx.info > '8.0') join info_type as it2 on (it2.info = 'rating' and it2.id = mi_idx.info_type_id) join  (select movie_id from movie_keyword as mk  join keyword as k on (k.keyword in ('superhero', 'marvel-comics', 'based-on-comic', 'fight') and k.id = mk.keyword_id)) as t_mk  on(t_mk.movie_id = mi_idx.movie_id) join cast_info as ci   on(ci.movie_id = t_mk.movie_id) join char_name as chn on (chn.name is not null and (chn.name like '%man%' or chn.name like '%man%') and chn.id = ci.person_role_id) join name as n on (n.id = ci.person_id);","SELECT COUNT(*) FROM complete_cast AS cc JOIN comp_cast_type AS cct1 ON cct1.kind = 'cast' AND cct1.id = cc.subject_id JOIN comp_cast_type AS cct2 ON cct2.kind LIKE '%complete%' AND cct2.id = cc.status_id JOIN title AS t ON t.production_year > 2005 AND t.id = cc.movie_id JOIN kind_type AS kt ON kt.kind = 'movie' AND kt.id = t.kind_id JOIN movie_info_idx AS mi_idx ON mi_idx.movie_id = cc.movie_id AND mi_idx.info > '8.0' JOIN info_type AS it2 ON it2.info = 'rating' AND it2.id = mi_idx.info_type_id JOIN movie_keyword AS mk ON mk.movie_id = mi_idx.movie_id JOIN keyword AS k ON k.keyword IN ('superhero', 'marvel-comics', 'based-on-comic', 'fight') AND k.id = mk.keyword_id JOIN cast_info AS ci ON ci.movie_id = mk.movie_id JOIN char_name AS chn ON chn.name IS NOT NULL AND (chn.name LIKE '%man%' OR chn.name LIKE '%man%') AND chn.id = ci.person_role_id JOIN name AS n ON n.id = ci.person_id"
