query,label,query_ues,optimization_time
"SELECT COUNT(*) 
 FROM cast_info AS ci,
      info_type AS it1,
      info_type AS it2,
      keyword AS k,
      movie_info AS mi,
      movie_info_idx AS mi_idx,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)',  '(story editor)')
   AND it1.info = 'genres'
   AND it2.info = 'votes'
   AND k.keyword IN ('murder',  'blood',  'gore', 'death',  'female-nudity')
   AND mi.info = 'Horror'
   AND n.gender = 'm'
   AND t.production_year > 2010
   AND t.title LIKE 'Vampire%'
   AND t.id = mi.movie_id
   AND t.id = mi_idx.movie_id
   AND t.id = ci.movie_id
   AND t.id = mk.movie_id
   AND ci.movie_id = mi.movie_id
   AND ci.movie_id = mi_idx.movie_id
   AND ci.movie_id = mk.movie_id
   AND mi.movie_id = mi_idx.movie_id
   AND mi.movie_id = mk.movie_id
   AND mi_idx.movie_id = mk.movie_id
   AND n.id = ci.person_id
   AND it1.id = mi.info_type_id
   AND it2.id = mi_idx.info_type_id
   AND k.id = mk.keyword_id;
 
",25b,"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'votes' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year > 2010 AND t.title LIKE 'Vampire%' JOIN movie_info AS mi ON t.id = mi.movie_id AND mi.movie_id = mi_idx.movie_id AND mi.info = 'Horror' JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'genres' JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'blood', 'gore', 'death', 'female-nudity')) AS k_mk ON t.id = k_mk.mk_movie_id AND mi.movie_id = k_mk.mk_movie_id AND mi_idx.movie_id = k_mk.mk_movie_id JOIN cast_info AS ci ON t.id = ci.movie_id AND ci.movie_id = mi.movie_id AND ci.movie_id = mi_idx.movie_id AND ci.movie_id = k_mk.mk_movie_id AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') JOIN name AS n ON n.id = ci.person_id AND n.gender = 'm'",0.010691
"SELECT COUNT(*) 
 FROM complete_cast AS cc,
      comp_cast_type AS cct1,
      company_name AS cn,
      company_type AS ct,
      info_type AS it1,
      keyword AS k,
      kind_type AS kt,
      movie_companies AS mc,
      movie_info AS mi,
      movie_keyword AS mk,
      title AS t
 WHERE cct1.kind = 'complete+verified'
   AND cn.country_code = '[us]'
   AND it1.info = 'release dates'
   AND kt.kind IN ('movie', 'tv movie', 'video movie', 'video game')
   AND mi.note LIKE '%internet%'
   AND mi.info IS NOT NULL
   AND (mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:% 200%')
   AND t.production_year > 1990
   AND kt.id = t.kind_id
   AND t.id = mi.movie_id
   AND t.id = mk.movie_id
   AND t.id = mc.movie_id
   AND t.id = cc.movie_id
   AND mk.movie_id = mi.movie_id
   AND mk.movie_id = mc.movie_id
   AND mk.movie_id = cc.movie_id
   AND mi.movie_id = mc.movie_id
   AND mi.movie_id = cc.movie_id
   AND mc.movie_id = cc.movie_id
   AND k.id = mk.keyword_id
   AND it1.id = mi.info_type_id
   AND cn.id = mc.company_id
   AND ct.id = mc.company_type_id
   AND cct1.id = cc.status_id;
 
",23c,"SELECT COUNT(*) FROM comp_cast_type AS cct1 JOIN complete_cast AS cc ON cct1.id = cc.status_id AND cct1.kind = 'complete+verified' JOIN title AS t ON t.id = cc.movie_id AND t.production_year > 1990 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind IN ('movie', 'tv movie', 'video movie', 'video game') JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = cc.movie_id JOIN company_type AS ct ON ct.id = mc.company_type_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]' JOIN movie_keyword AS mk ON t.id = mk.movie_id AND mk.movie_id = mc.movie_id AND mk.movie_id = cc.movie_id JOIN keyword AS k ON k.id = mk.keyword_id JOIN movie_info AS mi ON t.id = mi.movie_id AND mk.movie_id = mi.movie_id AND mi.movie_id = mc.movie_id AND mi.movie_id = cc.movie_id AND mi.note LIKE '%internet%' AND mi.info IS NOT NULL AND (mi.info LIKE 'USA:% 199%' OR mi.info LIKE 'USA:% 200%') JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'release dates'",0.010051
"SELECT COUNT(*) 
 FROM company_name AS cn,
      company_type AS ct,
      keyword AS k,
      link_type AS lt,
      movie_companies AS mc,
      movie_info AS mi,
      movie_keyword AS mk,
      movie_link AS ml,
      title AS t
 WHERE cn.country_code !='[pl]'
   AND (cn.name LIKE '%Film%'   OR cn.name LIKE '%Warner%')
   AND ct.kind ='production companies'
   AND k.keyword ='sequel'
   AND lt.link LIKE '%follow%'
   AND mc.note IS NULL
   AND mi.info IN ('Germany',  'German')
   AND t.production_year BETWEEN 2000 AND 2010
   AND lt.id = ml.link_type_id
   AND ml.movie_id = t.id
   AND t.id = mk.movie_id
   AND mk.keyword_id = k.id
   AND t.id = mc.movie_id
   AND mc.company_type_id = ct.id
   AND mc.company_id = cn.id
   AND mi.movie_id = t.id
   AND ml.movie_id = mk.movie_id
   AND ml.movie_id = mc.movie_id
   AND mk.movie_id = mc.movie_id
   AND ml.movie_id = mi.movie_id
   AND mk.movie_id = mi.movie_id
   AND mc.movie_id = mi.movie_id;
 
",21b,"SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id AND lt.link LIKE '%follow%' JOIN title AS t ON ml.movie_id = t.id AND t.production_year BETWEEN 2000 AND 2010 JOIN movie_companies AS mc ON t.id = mc.movie_id AND ml.movie_id = mc.movie_id AND mc.note IS NULL JOIN company_type AS ct ON mc.company_type_id = ct.id AND ct.kind = 'production companies' JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code <> '[pl]' AND (cn.name LIKE '%Film%' OR cn.name LIKE '%Warner%') JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'sequel') AS k_mk ON t.id = k_mk.mk_movie_id AND ml.movie_id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mc.movie_id JOIN movie_info AS mi ON mi.movie_id = t.id AND ml.movie_id = mi.movie_id AND k_mk.mk_movie_id = mi.movie_id AND mc.movie_id = mi.movie_id AND mi.info IN ('Germany', 'German')",0.010114
"SELECT COUNT(*) 
 FROM aka_name AS an,
      char_name AS chn,
      cast_info AS ci,
      company_name AS cn,
      movie_companies AS mc,
      name AS n,
      role_type AS rt,
      title AS t
 WHERE ci.note IN ('(voice)',  '(voice: Japanese version)', '(voice) (uncredited)',  '(voice: English version)')
   AND cn.country_code ='[us]'
   AND n.gender ='f'
   AND rt.role ='actress'
   AND ci.movie_id = t.id
   AND t.id = mc.movie_id
   AND ci.movie_id = mc.movie_id
   AND mc.company_id = cn.id
   AND ci.role_id = rt.id
   AND n.id = ci.person_id
   AND chn.id = ci.person_role_id
   AND an.person_id = n.id
   AND an.person_id = ci.person_id;
 
",9d,"SELECT COUNT(*) FROM aka_name AS an JOIN name AS n ON an.person_id = n.id AND n.gender = 'f' JOIN cast_info AS ci ON n.id = ci.person_id AND an.person_id = ci.person_id AND ci.note IN ('(voice)', '(voice: Japanese version)', '(voice) (uncredited)', '(voice: English version)') JOIN role_type AS rt ON ci.role_id = rt.id AND rt.role = 'actress' JOIN char_name AS chn ON chn.id = ci.person_role_id JOIN title AS t ON ci.movie_id = t.id JOIN movie_companies AS mc ON t.id = mc.movie_id AND ci.movie_id = mc.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]'",0.004406
"SELECT COUNT(*) 
 FROM company_type AS ct,
      info_type AS it,
      movie_companies AS mc,
      movie_info_idx AS mi_idx,
      title AS t
 WHERE ct.kind = 'production companies'
   AND it.info = 'top 250 rank'
   AND (mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%'  AND mc.note LIKE '%(co-production)%')
   AND t.production_year >2010
   AND ct.id = mc.company_type_id
   AND t.id = mc.movie_id
   AND t.id = mi_idx.movie_id
   AND mc.movie_id = mi_idx.movie_id
   AND it.id = mi_idx.info_type_id;
 
",1c,"SELECT COUNT(*) FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' AND mc.note NOT LIKE '%(as Metro-Goldwyn-Mayer Pictures)%' AND mc.note LIKE '%(co-production)%' JOIN title AS t ON t.id = mc.movie_id AND t.production_year > 2010 JOIN (SELECT mi_idx.info_type_id AS mi_idx_info_type_id, mi_idx.movie_id AS mi_idx_movie_id, it.id AS it_id FROM movie_info_idx AS mi_idx JOIN info_type AS it ON it.id = mi_idx.info_type_id AND it.info = 'top 250 rank') AS it_mi_idx ON t.id = it_mi_idx.mi_idx_movie_id AND mc.movie_id = it_mi_idx.mi_idx_movie_id",0.005124
"SELECT COUNT(*) 
 FROM company_type AS ct,
      info_type AS it,
      movie_companies AS mc,
      movie_info AS mi,
      title AS t
 WHERE ct.kind = 'production companies'
   AND mc.note LIKE '%(VHS)%'
   AND mc.note LIKE '%(USA)%'
   AND mc.note LIKE '%(1994)%'
   AND mi.info IN ('USA','America')
   AND t.production_year > 2010
   AND t.id = mi.movie_id
   AND t.id = mc.movie_id
   AND mc.movie_id = mi.movie_id
   AND ct.id = mc.company_type_id
   AND it.id = mi.info_type_id;
 
",5b,"SELECT COUNT(*) FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' AND mc.note LIKE '%(VHS)%' AND mc.note LIKE '%(USA)%' AND mc.note LIKE '%(1994)%' JOIN title AS t ON t.id = mc.movie_id AND t.production_year > 2010 JOIN movie_info AS mi ON t.id = mi.movie_id AND mc.movie_id = mi.movie_id AND mi.info IN ('USA', 'America') JOIN info_type AS it ON it.id = mi.info_type_id",0.005893
"SELECT COUNT(*) 
 FROM company_name AS cn,
      company_type AS ct,
      info_type AS it1,
      info_type AS it2,
      keyword AS k,
      kind_type AS kt,
      movie_companies AS mc,
      movie_info AS mi,
      movie_info_idx AS mi_idx,
      movie_keyword AS mk,
      title AS t
 WHERE cn.country_code != '[us]'
   AND it1.info = 'countries'
   AND it2.info = 'rating'
   AND k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')
   AND kt.kind IN ('movie',  'episode')
   AND mc.note NOT LIKE '%(USA)%'
   AND mc.note LIKE '%(200%)%'
   AND mi.info IN ('Germany',  'German', 'USA', 'American')
   AND mi_idx.info < '7.0'
   AND t.production_year > 2009
   AND kt.id = t.kind_id
   AND t.id = mi.movie_id
   AND t.id = mk.movie_id
   AND t.id = mi_idx.movie_id
   AND t.id = mc.movie_id
   AND mk.movie_id = mi.movie_id
   AND mk.movie_id = mi_idx.movie_id
   AND mk.movie_id = mc.movie_id
   AND mi.movie_id = mi_idx.movie_id
   AND mi.movie_id = mc.movie_id
   AND mc.movie_id = mi_idx.movie_id
   AND k.id = mk.keyword_id
   AND it1.id = mi.info_type_id
   AND it2.id = mi_idx.info_type_id
   AND ct.id = mc.company_type_id
   AND cn.id = mc.company_id;
 
",22b,"SELECT COUNT(*) FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND mc.note NOT LIKE '%(USA)%' AND mc.note LIKE '%(200%)%' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code <> '[us]' JOIN title AS t ON t.id = mc.movie_id AND t.production_year > 2009 JOIN kind_type AS kt ON kt.id = t.kind_id AND kt.kind IN ('movie', 'episode') JOIN (SELECT mi_idx.info_type_id AS mi_idx_info_type_id, mi_idx.movie_id AS mi_idx_movie_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'rating' AND mi_idx.info < '7.0') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND mc.movie_id = it2_mi_idx.mi_idx_movie_id JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'murder-in-title', 'blood', 'violence')) AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = it2_mi_idx.mi_idx_movie_id AND k_mk.mk_movie_id = mc.movie_id JOIN movie_info AS mi ON t.id = mi.movie_id AND k_mk.mk_movie_id = mi.movie_id AND mi.movie_id = it2_mi_idx.mi_idx_movie_id AND mi.movie_id = mc.movie_id AND mi.info IN ('Germany', 'German', 'USA', 'American') JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'countries'",0.010468
"SELECT COUNT(*) 
 FROM company_name AS cn,
      keyword AS k,
      movie_companies AS mc,
      movie_keyword AS mk,
      title AS t
 WHERE cn.country_code ='[sm]'
   AND k.keyword ='character-name-in-title'
   AND cn.id = mc.company_id
   AND mc.movie_id = t.id
   AND t.id = mk.movie_id
   AND mk.keyword_id = k.id
   AND mc.movie_id = mk.movie_id;
 
",2c,"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN (SELECT mc.movie_id AS mc_movie_id, mc.company_id AS mc_company_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[sm]') AS cn_mc ON cn_mc.mc_movie_id = t.id AND cn_mc.mc_movie_id = mk.movie_id",0.002808
"SELECT COUNT(*) 
 FROM company_name AS cn,
      keyword AS k,
      movie_companies AS mc,
      movie_keyword AS mk,
      title AS t
 WHERE cn.country_code ='[us]'
   AND k.keyword ='character-name-in-title'
   AND cn.id = mc.company_id
   AND mc.movie_id = t.id
   AND t.id = mk.movie_id
   AND mk.keyword_id = k.id
   AND mc.movie_id = mk.movie_id;
 
",2d,SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON mc.movie_id = t.id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]',0.00256
"SELECT COUNT(*) 
 FROM aka_name AS an,
      cast_info AS ci,
      company_name AS cn,
      keyword AS k,
      movie_companies AS mc,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE cn.country_code ='[us]'
   AND k.keyword ='character-name-in-title'
   AND an.person_id = n.id
   AND n.id = ci.person_id
   AND ci.movie_id = t.id
   AND t.id = mk.movie_id
   AND mk.keyword_id = k.id
   AND t.id = mc.movie_id
   AND mc.company_id = cn.id
   AND an.person_id = ci.person_id
   AND ci.movie_id = mc.movie_id
   AND ci.movie_id = mk.movie_id
   AND mc.movie_id = mk.movie_id;
 
",16b,SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id JOIN aka_name AS an ON an.person_id = n.id AND an.person_id = ci.person_id,1.913857
"SELECT COUNT(*) 
 FROM complete_cast AS cc,
      comp_cast_type AS cct1,
      comp_cast_type AS cct2,
      cast_info AS ci,
      info_type AS it1,
      info_type AS it2,
      keyword AS k,
      movie_info AS mi,
      movie_info_idx AS mi_idx,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE cct1.kind IN ('cast', 'crew')
   AND cct2.kind ='complete+verified'
   AND ci.note IN ('(writer)',  '(head writer)',  '(written by)',  '(story)',  '(story editor)')
   AND it1.info = 'genres'
   AND it2.info = 'votes'
   AND k.keyword IN ('murder',  'violence',  'blood', 'gore', 'death',  'female-nudity',     'hospital')
   AND mi.info IN ('Horror',   'Thriller')
   AND n.gender = 'm'
   AND t.production_year > 2000
   AND t.id = mi.movie_id
   AND t.id = mi_idx.movie_id
   AND t.id = ci.movie_id
   AND t.id = mk.movie_id
   AND t.id = cc.movie_id
   AND ci.movie_id = mi.movie_id
   AND ci.movie_id = mi_idx.movie_id
   AND ci.movie_id = mk.movie_id
   AND ci.movie_id = cc.movie_id
   AND mi.movie_id = mi_idx.movie_id
   AND mi.movie_id = mk.movie_id
   AND mi.movie_id = cc.movie_id
   AND mi_idx.movie_id = mk.movie_id
   AND mi_idx.movie_id = cc.movie_id
   AND mk.movie_id = cc.movie_id
   AND n.id = ci.person_id
   AND it1.id = mi.info_type_id
   AND it2.id = mi_idx.info_type_id
   AND k.id = mk.keyword_id
   AND cct1.id = cc.subject_id
   AND cct2.id = cc.status_id;
 
",30a,"SELECT COUNT(*) FROM comp_cast_type AS cct2 JOIN complete_cast AS cc ON cct2.id = cc.status_id AND cct2.kind = 'complete+verified' JOIN title AS t ON t.id = cc.movie_id AND t.production_year > 2000 JOIN (SELECT mi_idx.info_type_id AS mi_idx_info_type_id, mi_idx.movie_id AS mi_idx_movie_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'votes') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND it2_mi_idx.mi_idx_movie_id = cc.movie_id JOIN comp_cast_type AS cct1 ON cct1.id = cc.subject_id AND cct1.kind IN ('cast', 'crew') JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital')) AS k_mk ON t.id = k_mk.mk_movie_id AND it2_mi_idx.mi_idx_movie_id = k_mk.mk_movie_id AND k_mk.mk_movie_id = cc.movie_id JOIN cast_info AS ci ON t.id = ci.movie_id AND ci.movie_id = it2_mi_idx.mi_idx_movie_id AND ci.movie_id = k_mk.mk_movie_id AND ci.movie_id = cc.movie_id AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') JOIN name AS n ON n.id = ci.person_id AND n.gender = 'm' JOIN movie_info AS mi ON t.id = mi.movie_id AND ci.movie_id = mi.movie_id AND mi.movie_id = it2_mi_idx.mi_idx_movie_id AND mi.movie_id = k_mk.mk_movie_id AND mi.movie_id = cc.movie_id AND mi.info IN ('Horror', 'Thriller') JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'genres'",0.013195
"SELECT COUNT(*) 
 FROM cast_info AS ci,
      company_name AS cn,
      keyword AS k,
      movie_companies AS mc,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE k.keyword ='character-name-in-title'
   AND n.name LIKE 'X%'
   AND n.id = ci.person_id
   AND ci.movie_id = t.id
   AND t.id = mk.movie_id
   AND mk.keyword_id = k.id
   AND t.id = mc.movie_id
   AND mc.company_id = cn.id
   AND ci.movie_id = mc.movie_id
   AND ci.movie_id = mk.movie_id
   AND mc.movie_id = mk.movie_id;
 
",17c,"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id JOIN (SELECT ci.person_id AS ci_person_id, ci.movie_id AS ci_movie_id, n.id AS n_id FROM cast_info AS ci JOIN name AS n ON n.id = ci.person_id AND n.name LIKE 'X%') AS ci_n ON ci_n.ci_movie_id = t.id AND ci_n.ci_movie_id = mc.movie_id AND ci_n.ci_movie_id = mk.movie_id",0.00379
"SELECT COUNT(*) 
 FROM keyword AS k,
      movie_info AS mi,
      movie_keyword AS mk,
      title AS t
 WHERE k.keyword LIKE '%sequel%'
   AND mi.info IN ('Bulgaria')
   AND t.production_year > 2010
   AND t.id = mi.movie_id
   AND t.id = mk.movie_id
   AND mk.movie_id = mi.movie_id
   AND k.id = mk.keyword_id;
 
",3b,"SELECT COUNT(*) FROM movie_info AS mi JOIN title AS t ON t.id = mi.movie_id AND t.production_year > 2010 AND mi.info IN ('Bulgaria') JOIN (SELECT k.id AS k_id, mk.movie_id AS mk_movie_id, mk.keyword_id AS mk_keyword_id FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword LIKE '%sequel%') AS k_mk ON t.id = k_mk.mk_movie_id AND k_mk.mk_movie_id = mi.movie_id",0.00339
"SELECT COUNT(*) 
 FROM cast_info AS ci,
      keyword AS k,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE k.keyword = 'marvel-cinematic-universe'
   AND n.name LIKE '%Downey%Robert%'
   AND t.production_year > 2000
   AND k.id = mk.keyword_id
   AND t.id = mk.movie_id
   AND t.id = ci.movie_id
   AND ci.movie_id = mk.movie_id
   AND n.id = ci.person_id;
 
",6e,"SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON k.id = mk.keyword_id AND k.keyword = 'marvel-cinematic-universe' JOIN title AS t ON t.id = mk.movie_id AND t.production_year > 2000 JOIN (SELECT ci.person_id AS ci_person_id, ci.movie_id AS ci_movie_id, n.id AS n_id FROM cast_info AS ci JOIN name AS n ON n.id = ci.person_id AND n.name LIKE '%Downey%Robert%') AS ci_n ON t.id = ci_n.ci_movie_id AND ci_n.ci_movie_id = mk.movie_id",0.003319
"SELECT COUNT(*) 
 FROM cast_info AS ci,
      company_name AS cn,
      keyword AS k,
      movie_companies AS mc,
      movie_keyword AS mk,
      name AS n,
      title AS t
 WHERE cn.country_code ='[us]'
   AND k.keyword ='character-name-in-title'
   AND n.name LIKE 'B%'
   AND n.id = ci.person_id
   AND ci.movie_id = t.id
   AND t.id = mk.movie_id
   AND mk.keyword_id = k.id
   AND t.id = mc.movie_id
   AND mc.company_id = cn.id
   AND ci.movie_id = mc.movie_id
   AND ci.movie_id = mk.movie_id
   AND mc.movie_id = mk.movie_id;
 
",17a,SELECT COUNT(*) FROM movie_keyword AS mk JOIN keyword AS k ON mk.keyword_id = k.id AND k.keyword = 'character-name-in-title' JOIN title AS t ON t.id = mk.movie_id JOIN movie_companies AS mc ON t.id = mc.movie_id AND mc.movie_id = mk.movie_id JOIN company_name AS cn ON mc.company_id = cn.id AND cn.country_code = '[us]' JOIN cast_info AS ci ON ci.movie_id = t.id AND ci.movie_id = mc.movie_id AND ci.movie_id = mk.movie_id JOIN name AS n ON n.id = ci.person_id AND n.name LIKE 'B%',0.004179
"SELECT COUNT(*) 
 FROM cast_info AS ci,
      info_type AS it1,
      info_type AS it2,
      movie_info AS mi,
      movie_info_idx AS mi_idx,
      name AS n,
      title AS t
 WHERE ci.note IN ('(writer)', '(head writer)','(written by)', '(story)',  '(story editor)')
   AND it1.info = 'genres'
   AND it2.info = 'votes'
   AND mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War')
   AND n.gender = 'm'
   AND t.id = mi.movie_id
   AND t.id = mi_idx.movie_id
   AND t.id = ci.movie_id
   AND ci.movie_id = mi.movie_id
   AND ci.movie_id = mi_idx.movie_id
   AND mi.movie_id = mi_idx.movie_id
   AND n.id = ci.person_id
   AND it1.id = mi.info_type_id
   AND it2.id = mi_idx.info_type_id;
 
",18c,"SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.id = mi.info_type_id AND it1.info = 'genres' AND mi.info IN ('Horror', 'Action', 'Sci-Fi', 'Thriller', 'Crime', 'War') JOIN title AS t ON t.id = mi.movie_id JOIN (SELECT mi_idx.info_type_id AS mi_idx_info_type_id, mi_idx.movie_id AS mi_idx_movie_id, it2.id AS it2_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.id = mi_idx.info_type_id AND it2.info = 'votes') AS it2_mi_idx ON t.id = it2_mi_idx.mi_idx_movie_id AND mi.movie_id = it2_mi_idx.mi_idx_movie_id JOIN cast_info AS ci ON t.id = ci.movie_id AND ci.movie_id = mi.movie_id AND ci.movie_id = it2_mi_idx.mi_idx_movie_id AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') JOIN name AS n ON n.id = ci.person_id AND n.gender = 'm'",0.006281
"SELECT COUNT(*) 
 FROM company_name AS cn,
      company_type AS ct,
      info_type AS it1,
      info_type AS it2,
      movie_companies AS mc,
      movie_info AS mi,
      movie_info_idx AS mi_idx,
      title AS t
 WHERE cn.country_code = '[us]'
   AND ct.kind = 'production companies'
   AND it1.info = 'genres'
   AND it2.info = 'rating'
   AND mi.info IN ('Drama',  'Horror', 'Western',  'Family')
   AND mi_idx.info > '7.0'
   AND t.production_year BETWEEN 2000 AND 2010
   AND t.id = mi.movie_id
   AND t.id = mi_idx.movie_id
   AND mi.info_type_id = it1.id
   AND mi_idx.info_type_id = it2.id
   AND t.id = mc.movie_id
   AND ct.id = mc.company_type_id
   AND cn.id = mc.company_id
   AND mc.movie_id = mi.movie_id
   AND mc.movie_id = mi_idx.movie_id
   AND mi.movie_id = mi_idx.movie_id;
 
",12c,"SELECT COUNT(*) FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON mi_idx.info_type_id = it2.id AND it2.info = 'rating' AND mi_idx.info > '7.0' JOIN title AS t ON t.id = mi_idx.movie_id AND t.production_year BETWEEN 2000 AND 2010 JOIN movie_info AS mi ON t.id = mi.movie_id AND mi.movie_id = mi_idx.movie_id AND mi.info IN ('Drama', 'Horror', 'Western', 'Family') JOIN info_type AS it1 ON mi.info_type_id = it1.id AND it1.info = 'genres' JOIN (SELECT mc.company_type_id AS mc_company_type_id, mc.movie_id AS mc_movie_id, mc.company_id AS mc_company_id, ct.id AS ct_id, cn.id AS cn_id FROM movie_companies AS mc JOIN company_type AS ct ON ct.id = mc.company_type_id AND ct.kind = 'production companies' JOIN company_name AS cn ON cn.id = mc.company_id AND cn.country_code = '[us]') AS cn_ct_mc ON t.id = cn_ct_mc.mc_movie_id AND cn_ct_mc.mc_movie_id = mi.movie_id AND cn_ct_mc.mc_movie_id = mi_idx.movie_id",0.007901
