label,query,query_hint
30b,"SELECT COUNT(*) FROM complete_cast AS cc JOIN comp_cast_type AS cct2 ON cct2.kind = 'complete+verified' AND cct2.id = cc.status_id JOIN comp_cast_type AS cct1 ON cct1.kind IN ('cast', 'crew') AND cct1.id = cc.subject_id JOIN title AS t ON t.production_year > 2000 AND (t.title LIKE '%freddy%' OR t.title LIKE '%jason%' OR t.title LIKE 'saw%') AND t.id = cc.movie_id JOIN (SELECT movie_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.info = 'votes' AND it2.id = mi_idx.info_type_id) AS t_mi_idx ON t_mi_idx.movie_id = cc.movie_id JOIN movie_info AS mi ON mi.movie_id = t_mi_idx.movie_id AND mi.info IN ('horror', 'thriller') JOIN info_type AS it1 ON it1.info = 'genres' AND it1.id = mi.info_type_id JOIN (SELECT movie_id FROM movie_keyword AS mk JOIN keyword AS k ON k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital') AND k.id = mk.keyword_id) AS t_mk ON t_mk.movie_id = mi.movie_id JOIN cast_info AS ci ON ci.movie_id = t_mk.movie_id AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') JOIN name AS n ON n.gender = 'm' AND n.id = ci.person_id","/*+
IndexOnlyScan(it2)
IndexOnlyScan(k)
NestLoop(mi_idx it2)
NestLoop(mk k)

*/"
30c,"SELECT COUNT(*) FROM complete_cast AS cc JOIN comp_cast_type AS cct1 ON cct1.kind = 'cast' AND cct1.id = cc.subject_id JOIN comp_cast_type AS cct2 ON cct2.kind = 'complete+verified' AND cct2.id = cc.status_id JOIN title AS t ON t.id = cc.movie_id JOIN (SELECT movie_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.info = 'votes' AND it2.id = mi_idx.info_type_id) AS t_mi_idx ON t_mi_idx.movie_id = cc.movie_id JOIN movie_info AS mi ON mi.movie_id = t_mi_idx.movie_id AND mi.info IN ('horror', 'action', 'sci-fi', 'thriller', 'crime', 'war') JOIN info_type AS it1 ON it1.info = 'genres' AND it1.id = mi.info_type_id JOIN (SELECT movie_id FROM movie_keyword AS mk JOIN keyword AS k ON k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital') AND k.id = mk.keyword_id) AS t_mk ON t_mk.movie_id = mi.movie_id JOIN cast_info AS ci ON ci.movie_id = t_mk.movie_id AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') JOIN name AS n ON n.gender = 'm' AND n.id = ci.person_id","/*+
IndexOnlyScan(it2)
IndexOnlyScan(k)
NestLoop(mi_idx it2)
NestLoop(mk k)

*/"
31a,"SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.info = 'genres' AND it1.id = mi.info_type_id AND mi.info IN ('horror', 'thriller') JOIN title AS t ON t.id = mi.movie_id JOIN (SELECT movie_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.info = 'votes' AND it2.id = mi_idx.info_type_id) AS t_mi_idx ON t_mi_idx.movie_id = mi.movie_id JOIN (SELECT movie_id FROM movie_companies AS mc JOIN company_name AS cn ON cn.name LIKE 'lionsgate%' AND cn.id = mc.company_id) AS t_mc ON t_mc.movie_id = t_mi_idx.movie_id JOIN (SELECT movie_id FROM movie_keyword AS mk JOIN keyword AS k ON k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital') AND k.id = mk.keyword_id) AS t_mk ON t_mk.movie_id = t_mc.movie_id JOIN cast_info AS ci ON ci.movie_id = t_mk.movie_id AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') JOIN name AS n ON n.gender = 'm' AND n.id = ci.person_id","/*+
IndexOnlyScan(it2)
IndexOnlyScan(cn)
IndexOnlyScan(k)
NestLoop(mi_idx it2)
NestLoop(mc cn)
NestLoop(mk k)

*/"
31b,"SELECT COUNT(*) FROM movie_companies AS mc JOIN company_name AS cn ON cn.name LIKE 'lionsgate%' AND cn.id = mc.company_id AND mc.note LIKE '%(blu-ray)%' JOIN title AS t ON t.production_year > 2000 AND (t.title LIKE '%freddy%' OR t.title LIKE '%jason%' OR t.title LIKE 'saw%') AND t.id = mc.movie_id JOIN (SELECT movie_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.info = 'votes' AND it2.id = mi_idx.info_type_id) AS t_mi_idx ON t_mi_idx.movie_id = mc.movie_id JOIN (SELECT movie_id FROM movie_keyword AS mk JOIN keyword AS k ON k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital') AND k.id = mk.keyword_id) AS t_mk ON t_mk.movie_id = t_mi_idx.movie_id JOIN cast_info AS ci ON ci.movie_id = t_mk.movie_id AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') JOIN name AS n ON n.gender = 'm' AND n.id = ci.person_id JOIN movie_info AS mi ON mi.movie_id = ci.movie_id AND mi.info IN ('horror', 'thriller') JOIN info_type AS it1 ON it1.info = 'genres' AND it1.id = mi.info_type_id","/*+
IndexOnlyScan(it2)
IndexOnlyScan(k)
NestLoop(mi_idx it2)
NestLoop(mk k)

*/"
31c,"SELECT COUNT(*) FROM movie_info AS mi JOIN info_type AS it1 ON it1.info = 'genres' AND it1.id = mi.info_type_id AND mi.info IN ('horror', 'action', 'sci-fi', 'thriller', 'crime', 'war') JOIN title AS t ON t.id = mi.movie_id JOIN (SELECT movie_id FROM movie_info_idx AS mi_idx JOIN info_type AS it2 ON it2.info = 'votes' AND it2.id = mi_idx.info_type_id) AS t_mi_idx ON t_mi_idx.movie_id = mi.movie_id JOIN (SELECT movie_id FROM movie_companies AS mc JOIN company_name AS cn ON cn.name LIKE 'lionsgate%' AND cn.id = mc.company_id) AS t_mc ON t_mc.movie_id = t_mi_idx.movie_id JOIN (SELECT movie_id FROM movie_keyword AS mk JOIN keyword AS k ON k.keyword IN ('murder', 'violence', 'blood', 'gore', 'death', 'female-nudity', 'hospital') AND k.id = mk.keyword_id) AS t_mk ON t_mk.movie_id = t_mc.movie_id JOIN cast_info AS ci ON ci.movie_id = t_mk.movie_id AND ci.note IN ('(writer)', '(head writer)', '(written by)', '(story)', '(story editor)') JOIN name AS n ON n.id = ci.person_id","/*+
IndexOnlyScan(it2)
IndexOnlyScan(cn)
IndexOnlyScan(k)
NestLoop(mi_idx it2)
NestLoop(mc cn)
NestLoop(mk k)

*/"
32a,"SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id JOIN title AS t1 ON ml.movie_id = t1.id JOIN title AS t2 ON ml.linked_movie_id = t2.id JOIN (SELECT movie_id FROM movie_keyword AS mk JOIN keyword AS k ON k.keyword = '10,000-mile-club' AND mk.keyword_id = k.id) AS t_mk ON t_mk.movie_id = ml.movie_id","/*+
IndexOnlyScan(k)
NestLoop(mk k)

*/"
32b,SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.id = ml.link_type_id JOIN title AS t1 ON ml.movie_id = t1.id JOIN title AS t2 ON ml.linked_movie_id = t2.id JOIN (SELECT movie_id FROM movie_keyword AS mk JOIN keyword AS k ON k.keyword = 'character-name-in-title' AND mk.keyword_id = k.id) AS t_mk ON t_mk.movie_id = ml.movie_id,"/*+
IndexOnlyScan(k)
NestLoop(mk k)

*/"
33a,"SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.link IN ('sequel', 'follows', 'followed by') AND lt.id = ml.link_type_id JOIN title AS t2 ON t2.production_year BETWEEN 2005 AND 2008 AND t2.id = ml.linked_movie_id JOIN title AS t1 ON t1.id = ml.movie_id JOIN kind_type AS kt1 ON kt1.kind IN ('tv series') AND kt1.id = t1.kind_id JOIN kind_type AS kt2 ON kt2.kind IN ('tv series') AND kt2.id = t2.kind_id JOIN (SELECT movie_id FROM movie_info_idx AS mi_idx1 JOIN info_type AS it1 ON it1.info = 'rating' AND it1.id = mi_idx1.info_type_id) AS t_mi_idx1 ON t_mi_idx1.movie_id = ml.movie_id JOIN (SELECT movie_id FROM movie_info_idx AS mi_idx2 JOIN info_type AS it2 ON it2.info = 'rating' AND it2.id = mi_idx2.info_type_id AND mi_idx2.info < '3.0') AS t_mi_idx2 ON t_mi_idx2.movie_id = ml.linked_movie_id JOIN movie_companies AS mc2 ON mc2.movie_id = ml.linked_movie_id JOIN company_name AS cn2 ON cn2.id = mc2.company_id JOIN movie_companies AS mc1 ON mc1.movie_id = ml.movie_id JOIN company_name AS cn1 ON cn1.country_code = '[us]' AND cn1.id = mc1.company_id","/*+
IndexOnlyScan(it1)
IndexOnlyScan(it2)
NestLoop(mi_idx1 it1)
NestLoop(mi_idx2 it2)

*/"
33b,SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.link LIKE '%follow%' AND lt.id = ml.link_type_id JOIN title AS t2 ON t2.production_year = 2007 AND t2.id = ml.linked_movie_id JOIN title AS t1 ON t1.id = ml.movie_id JOIN kind_type AS kt1 ON kt1.kind IN ('tv series') AND kt1.id = t1.kind_id JOIN kind_type AS kt2 ON kt2.kind IN ('tv series') AND kt2.id = t2.kind_id JOIN (SELECT movie_id FROM movie_info_idx AS mi_idx1 JOIN info_type AS it1 ON it1.info = 'rating' AND it1.id = mi_idx1.info_type_id) AS t_mi_idx1 ON t_mi_idx1.movie_id = ml.movie_id JOIN (SELECT movie_id FROM movie_info_idx AS mi_idx2 JOIN info_type AS it2 ON it2.info = 'rating' AND it2.id = mi_idx2.info_type_id AND mi_idx2.info < '3.0') AS t_mi_idx2 ON t_mi_idx2.movie_id = ml.linked_movie_id JOIN movie_companies AS mc2 ON mc2.movie_id = ml.linked_movie_id JOIN company_name AS cn2 ON cn2.id = mc2.company_id JOIN movie_companies AS mc1 ON mc1.movie_id = ml.movie_id JOIN company_name AS cn1 ON cn1.country_code = '[nl]' AND cn1.id = mc1.company_id,"/*+
IndexOnlyScan(it1)
IndexOnlyScan(it2)
NestLoop(mi_idx1 it1)
NestLoop(mi_idx2 it2)

*/"
33c,"SELECT COUNT(*) FROM movie_link AS ml JOIN link_type AS lt ON lt.link IN ('sequel', 'follows', 'followed by') AND lt.id = ml.link_type_id JOIN title AS t2 ON t2.production_year BETWEEN 2000 AND 2010 AND t2.id = ml.linked_movie_id JOIN title AS t1 ON t1.id = ml.movie_id JOIN kind_type AS kt1 ON kt1.kind IN ('tv series', 'episode') AND kt1.id = t1.kind_id JOIN kind_type AS kt2 ON kt2.kind IN ('tv series', 'episode') AND kt2.id = t2.kind_id JOIN (SELECT movie_id FROM movie_info_idx AS mi_idx1 JOIN info_type AS it1 ON it1.info = 'rating' AND it1.id = mi_idx1.info_type_id) AS t_mi_idx1 ON t_mi_idx1.movie_id = ml.movie_id JOIN (SELECT movie_id FROM movie_info_idx AS mi_idx2 JOIN info_type AS it2 ON it2.info = 'rating' AND it2.id = mi_idx2.info_type_id AND mi_idx2.info < '3.5') AS t_mi_idx2 ON t_mi_idx2.movie_id = ml.linked_movie_id JOIN movie_companies AS mc2 ON mc2.movie_id = ml.linked_movie_id JOIN company_name AS cn2 ON cn2.id = mc2.company_id JOIN movie_companies AS mc1 ON mc1.movie_id = ml.movie_id JOIN company_name AS cn1 ON cn1.country_code <> '[us]' AND cn1.id = mc1.company_id","/*+
IndexOnlyScan(it1)
IndexOnlyScan(it2)
NestLoop(mi_idx1 it1)
NestLoop(mi_idx2 it2)

*/"
